Ejemplo;Modismo;Definición Real;Sinónimo;Definición Sinónimo;Acorde;Def. real; ;;
Los vehículos con mayor riesgo de que les ‘gemeleen’ las placas son los automóviles y camionetas de modelos anteriores al 2000.;gemelear;Copiar, duplicar cosas como documentos o placas de carros con fines ilícitos.;duplicar placas;Poner placas iguales o clonadas a las originales de otro vehículo;1;1;;;
Ese es un tolimense de pura cepa, criado con tamal y surumba bien fría.;surumba;Agua de panela con limón.;agua de panela;Bebida dulce hecha con panela disuelta en agua, servida fría o caliente;1;1;;;
Con el paso del tiempo y la exigencia del público, tuvo que aumentar sus productos: desde piña, guayaba y papaya hasta salpicón y cremas.;crema;Helado.;helados;Postres congelados hechos con leche y azúcar.;1;1;;;
Sentía que la había embarrado. No estaba haciendo lo suyo y no quería ejercer una profesión que no le generaba pasión alguna.;embarrar;Equivocarse o hacer algo mal.;equivocarse;Cometer un error o tomar una decisión desacertada;1;1;;;
fulano o fulana es un bollo;bollo;persona antipática, pretenciosa;muy lindo/a;persona de gran atractivo físico;1;1;;;
La banda fue la encargada de hacer la invitación, 'tirando paso', y sacando a bailar a algunos de los asistentes al evento.;paso;Bailar con soltura.;hacer bailar;Invitar a alguien a levantarse y bailar en el evento;1;1;;;
El coronel Gerineldo Márquez no pudo reprimir el desprecio que le inspiraba aquella actitud. -No, Aureliano -replicó-. Vale más estar muerto que verte convertido en un chafarote.;chafarote;Militar que actúa de forma déspota y grosera.;milico bruto;militar de alta graduación con poca cultura y actitud bruta;1;1;;;
El teatro cuenta con una capacidad de 714 personas, distribuidas en platea, luneta y balcón.;luneta;En un teatro, lugar ubicado en la planta baja, frente al escenario, en el que se ubican los asientos preferenciales.;butacas preferentes;Asientos preferenciales en la planta baja del teatro, cerca del escenario.;1;1;;;
Las balotas entran a la urna y miles de familias colombianas empiezan a llenarse de ilusión.;balota;Cada una de las esferas numeradas que se utilizan en los sorteos.;votos;Boletas depositadas en una elección que favorecen expectativas populares;1;1;;;
vean que ponerse a hablar de nobleza esta pastora [ .] ¡tan blanca que es y no se fija en el pelo pasudo que tiene;blanco;persona adinerada y de clase alta, sin importar el color de la piel;hipócrita;persona que finge virtudes que no tiene;1;1;;;
Los chancuqueros se valen de todas las artimañas tecnológicas, para que el profe no los coja.;chancuquero;Persona que hace trampa en una actividad o negocio.;copión;Estudiante que copia en exámenes usando trampas.;1;1;;;
"Me encontré con un famoso cantante de vallenato, y yo creo que estaba amanecido; lo abracé y el me besó la frente, para mí, señal de que estaba en temple.";temple;Referido a una persona, que está ligeramente embriagada y animada.;de buen ánimo;Estado positivo y afectuoso pese al cansancio.;1;1;;;
El daño del motor fue grave, así que hay que repararlo.;daño;Desperfecto que impide a un automóvil o a cualquier aparato funcionar normalmente.;avería;Lesión o deterioro en un objeto mecánico.;1;1;;;
Una persona de clase media-baja, para referirse a su amigo del alma hablará de: ‘Ñero’, ‘Parce o Parcero’, ‘Compa’, ‘Perro’.;ñero;Amigo de confianza.;parcero;amigo cercano y de confianza;1;1;;;
El remitente de las carticas sutiles no podía ser otro que el tipo escamoso que ahora la saludaba.;escamoso;Dicho de una persona, que fanfarronea o que presume.;fantoche;Persona que se cree lo máximo o superior a los demás.;1;1;;;
Las porristas son mucho más que una cara bonita y un par de pompones. Estas jóvenes son verdaderas apasionadas por el equipo.;pompón;Especie de bola hecha con tiras de plástico o papel de color, sujeta a un mango, que usan las porristas para agitar al ritmo de la música.;accesorio animador;Objeto ornamental que las porristas usan para animar al público;1;1;;;
Véndame un guacal de mandarina, por favor.;guacal;Caja hecha de listones delgados de madera, que se usa para transportar objetos o alimentos.;cesta;Cesta de varillas para transportar frutas.;1;1;;;
Esta máquina básicamente funciona con balines y resortes que están internos en las 4 barras.;balín;Cada una de las esferas de acero que componen un rodamiento.;perdigón;pequeña esfera metálica utilizada como proyectil o componente rodante;1;1;;;
En Risaralda es común la denominada ‘bogadera’, refrescante bebida para la media mañana y media tarde que se da a los trabajadores.;bogadera;Bebida fría que se prepara con agua de panela, canela y limón.;refresco matutino;Bebida refrescante para media mañana o tarde de trabajadores.;1;1;;;
Caleños y turistas de otras ciudades y países empezaron a ‘azotar baldosa’ con las clases que especialistas en la materia realizan esta semana.;baldosa;Bailar con emoción.;bailar;mover el cuerpo al ritmo de la música;1;1;;;
después de trabajar todo el día llegaba mamado a la casa;mamado;cansado, fatigado;agotado;sin energía tras esfuerzo físico o jornada larga;1;1;;;
"""Los punks de verdad no escuchamos música electrónica y no andamos empepados"".";empepado;Referido a una persona, que está bajo los efectos de la droga o de tranquilizantes.;drogado;Persona bajo efectos de drogas o tranquilizantes.;1;1;;;
cabalmente acabo de verlo;cabalmente;justamente;precisamente;De manera exacta y ajustada al momento indicado;1;1;;;
Pues existen cosas que no podemos cambiar a juro.;juro;A la fuerza.;por fuerza;obligatoriamente, sin posibilidad de evitarlo;1;1;;;
Redoblan los tambores. Estruendosas suenan las sirenas de los motociclistas, de las ambulancias, de las radiopatrullas.;radiopatrulla;Vehículo policial de vigilancia que cuenta con un sistema de comunicación por radio.;carro patrulla;Vehículo policial equipado con radio de comunicación;1;1;;;
El cantagallo crece rápido, atrae aves insectívoras y mieleras.;cantagallo;Árbol que alcanza los 35 m de altura, con flores rojo-anaranjadas y fruto leguminoso, y crece en climas templados o calientes.;búcaro;árbol o planta que sirve de refugio y atracción para aves;1;1;;;
Sembrar los colinos en luna nueva al lado de los árboles grandes […] así las matas nacen bien y dan mejores racimos.;colino;Nombre genérico para las diferentes variedades del plátano y banano.;retoño de plátano;vástago joven que nace de la mata de plátano;1;1;;;
Cinco empresarios de renombre fueron descubiertos evadiendo impuestos mediante la venta ficticia de pasajes utilizando como fachada su empresa de viajes.;fachada;Negocio o actividad que sirve para cubrir u ocultar una acción ilegal.;pantalla;Negocio legal que encubre actividades ilícitas;1;1;;;
La cantante ingresó al escenario con la corredera de su ajustado vestido abierta, lo que la obligó a sostenerlo con ambas manos mientras cantaba.;corredera;Cremallera, cierre de una prenda de vestir.;cremallera;cierre de dientes metálicos o plásticos usado para unir prendas;1;1;;;
Ese man se pasó de calidad, para mí fue el broche de oro, este futbolista puede jugar en cualquier equipo del mundo.;man;Hombre, individuo.;tipo;persona o individuo masculino;1;1;;;
Válgame Dios, señor cura, pero si se emperró, lo mismo que un chiquito.;emperrarse;Entrar en un llanto desbordado.;ponerse obstinado;Adoptar una postura tozuda y no querer cambiar de opinión;1;1;;;
La ipecacuana de Antioquia es llamada, comúnmente, gorra probablemente por la semejanza de sus flores con sombrero de copa baja y de grandes alas.;gorra;Hierba de flores blancas y fruto carnoso de color azul cuya raíz tiene usos medicinales.;sombrero;Prenda con ala que cubre y remata la cabeza;1;1;;;
pobrecita guacamaya,/mucha lástima me da:/se acabaron las itañas,/y ahora ¿qué comerá;itaña;uva silvestre;semillas;pequeños alimentos que solían darle para comer;1;1;;;
Le recomendó que lo llevara a donde la señora Etelvina, una sobandera, hija de un viejo tegua que tenía fama de brujo.;tegua;Persona que se dedica al tratamiento de enfermos a través de prácticas curativas de la medicina tradicional o natural.;curandero;Persona que practica curaciones tradicionales sin título médico;1;1;;;
La invitación es a 'puebliar' por Antioquia de una manera sana y responsable, disfrutar de la naturaleza y los atractivos que ofrecen las diferentes localidades.;pueblear;Pasear por uno o varios pueblos en corto tiempo, generalmente en un fin de semana.;recorrer pueblos;visitar localidades pequeñas para conocer su paisaje, cultura y atractivos;1;1;;;
"El otro día, en otro taxi, un señor le pegó por detrás al que yo ocupaba: el tipo se bajó presuroso a ver ""el chichazo"".";chichazo;Golpe fuerte.;choque;Colisión fuerte entre vehículos.;1;1;;;
Una vez vino una mujer y le explicó a Graciela que usté era una persona decente y formal.;formal;Referido a una persona, atenta y amable.;serio;Persona con comportamiento respetable y correcto;1;1;;;
Las chapas son hechas generalmente por un técnico de laboratorio dental que trabaja de un modelo proporcionado por su dentista.;chapa;Dentadura postiza.;dentadura postiza;Prótesis dental removible que reemplaza los dientes;1;1;;;
En Colombia, se cultiva el fique y se extrae la cabuya para la fabricación de hamacas, redes, lazos y costales.;lazo;Cuerda tejida en forma de trenza que se usa generalmente para sujetar cargas o colgar objetos pesados.;soga;Cuerda resistente hecha de fibras para amarrar o atar objetos;1;1;;;
Las brevas en almíbar con arequipe se han convertido en una de las bases de economías locales de municipios como Floridablanca, en el departamento de Santander.;breva;Fruto del brevo, parecido a la pera, de pulpa suave y muy dulce.;higo;Fruto de la higuera, similar a la breva;1;1;;;
Le gusta Bogotá, a pesar de que cuando llevaba cinco meses viviendo en la ciudad, lo ‘emburundangaron’ y le robaron el computador que acababa de comprar.;emburundangar;Drogar a alguien con burundanga.;drogaron con burundanga;Administraron una sustancia que anuló su voluntad para luego robarle;1;1;;;
Las cervezas que me tomé me patearon.;patear;Producir un efecto fuerte y rápido el consumo de una bebida alcohólica.;dar dolor de cabeza;Efecto de embriaguez que provoca malestar intenso.;1;1;;;
Mamá negra era un trozo de cosa dura, untada de risa por fuera. Mi taita dijo que cuando muriera iba a hacer una canoa con ella.;taita;Papá.;papá;Varón que ocupa el rol de padre en la familia;1;1;;;
Usted está joche y no vamos a llegar a tiempo al partido.;joche;Referido a una persona, lenta y de poca inteligencia.;atrasado;Retrasado respecto al horario previsto;0;1;;;
El kick boxing es practicado por hombres y mujeres, no sólo para mejorar su condición física sino como método de defensa personal.;kick;Deporte que mezcla las técnicas del boxeo con las artes marciales, en el que se permite golpear con los puños y con los pies que no llevan ningún tipo de calzado.;patada;Golpe propinado con el pie.;0;1;;;
Con el fin de mejorar la movilidad de los viajeros las autoridades aplicarán 4 reversibles en vías hacía la capital del país.;reversible;Vía a la que se le invierte el sentido temporalmente con el fin de mejorar el flujo de vehículos en la dirección más transitada.;carril temporal de sentido invertido;carril habilitado provisionalmente para circular en la dirección opuesta;1;1;;;
Uno de los trabajadores de la rusa, dañó la tubería de gas que llega al domicilio generando que este se esparciera rápidamente por todo el lugar.;rusa;Construcción, trabajo que realizan los obreros en la elaboración de viviendas, principalmente;construcción;Actividad de edificar o reparar estructuras.;1;1;;;
Queremos hacer público nuestro agradecimiento […] por el trabajo de reparcheo realizado en la carrera 81A entre calles 80 y 84.;reparcheo;Cubrimiento y arreglo de huecos de una calle.;parcheo de baches;Colocación de parches de pavimento para tapar huecos en la vía;1;1;;;
La guama es otra de esas frutas de sabor, olor y textura especial que se dan en Colombia y que maravillan a los extranjeros cuando aciertan a probarla.;guama;Fruto del guamo, vaina de unos 40 a 120 cm de largo en cuyo interior se encuentran las semillas negras recubiertas de una pulpa comestible blanca y dulce.;guamo;Fruta en vaina con pulpa algodonosa y semillas comestibles;1;1;;;
soy una chucha para la música;chucha;cobarde, de poco ánimo. il ser una ~ para algo . no tener aptitudes o capacidad para realizar una actividad;malo para;persona con poca habilidad o talento en algo;1;1;;;
También existen las barquillas tipo %isoft,%i populares en las cadenas de comida rápida.;barquilla;Cono de galleta en el que se sirven las bolas de helado.;cono de helado;Hojaldre cónico para helados;1;1;;;
